State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai )",Groundnut,"Big (With Shell)",Local,31/10/2025,6000,7000,7000
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai )","Indian Beans (Seam)","Indian Beans (Seam)",Local,31/10/2025,6000,6500,6500
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai )",Mashrooms,Mashrooms,Local,31/10/2025,20000,22500,22500
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai )",Orange,Darjeeling,Local,31/10/2025,8000,9000,9000
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai )","Sweet Potato","Hosur Red",Local,31/10/2025,4000,4800,4800
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai )",Beetroot,Beetroot,Local,31/10/2025,3600,3600,3600
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai )",Cabbage,Cabbage,Local,31/10/2025,3000,3000,3000
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai )",Capsicum,Capsicum,Local,31/10/2025,7000,7000,7000
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai )",Carrot,Pusakesar,Local,31/10/2025,6500,6500,6500
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,31/10/2025,10000,10000,10000
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai )",Jasmine,Jasmine,Local,31/10/2025,60000,60000,60000
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai )","Mango (Raw-Ripe)","Mango - Raw-Ripe",Local,31/10/2025,4000,6000,6000
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai )",Raddish,Raddish,Local,31/10/2025,5000,5600,5600
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai )","Sweet Potato","Hosur Red",Local,31/10/2025,4000,4000,4000
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai )",Thondekai,Thondekai,Local,31/10/2025,5600,6600,6600
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai )","Yam (Ratalu)","Yam (Ratalu)",Local,31/10/2025,6500,6500,6500
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai )",Banana,Besrai,Local,31/10/2025,4000,5000,5000
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai )",Cabbage,Cabbage,Local,31/10/2025,3000,3600,3600
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai )",Garlic,Average,Local,31/10/2025,18000,20000,20000
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai )","Indian Beans (Seam)","Indian Beans (Seam)",Local,31/10/2025,5500,6500,6500
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai )",Mashrooms,Mashrooms,Local,31/10/2025,22500,25000,25000
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai )",Potato,"(Red Nanital)",Local,31/10/2025,4200,4600,4600
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,31/10/2025,4500,5000,5000
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai )","Yam (Ratalu)","Yam (Ratalu)",Local,31/10/2025,6000,7000,7000
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai )",Banana,Besrai,Local,31/10/2025,3000,4000,4000
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai )",Brinjal,Round,Local,31/10/2025,6500,7000,7000
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,31/10/2025,6000,7000,7000
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai )","Green Avare (W)","Avare (W)",Local,31/10/2025,14000,15000,15000
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,31/10/2025,6000,7000,7000
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai )",Lime,Lime,Local,31/10/2025,2500,3000,3000
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai )","Mango (Raw-Ripe)","Mango - Raw-Ripe",Local,31/10/2025,5000,6000,6000
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,31/10/2025,3000,3600,3600
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )","Amla(Nelli Kai)",Amla,Local,31/10/2025,4000,5000,5000
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )","Betal Leaves",Mysore,Local,31/10/2025,20000,22500,22500
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )",Cabbage,Cabbage,Local,31/10/2025,3000,3600,3600
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,31/10/2025,4000,4800,4800
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,31/10/2025,6000,7000,7000
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )",Grapes,Annabesahai,Local,31/10/2025,8000,10000,10000
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )","Mango (Raw-Ripe)","Mango - Raw-Ripe",Local,31/10/2025,5000,6000,6000
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )",Mashrooms,Mashrooms,Local,31/10/2025,20000,22500,22500
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )",Orange,Darjeeling,Local,31/10/2025,8000,10000,10000
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )",Pomegranate,Pomogranate,Local,31/10/2025,20000,24000,24000
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,31/10/2025,2000,2500,2500
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )",Raddish,Raddish,Local,31/10/2025,3000,3600,3600
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,31/10/2025,3000,4000,4000
"Tamil Nadu",Madurai,"Thirumangalam(Uzhavar Sandhai )",Ashgourd,Gouard,Local,31/10/2025,2000,2500,2500
"Tamil Nadu",Madurai,"Thirumangalam(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,31/10/2025,4000,4800,4800
"Tamil Nadu",Madurai,"Thirumangalam(Uzhavar Sandhai )",Tomato,Deshi,Local,31/10/2025,2600,3500,3500
"Tamil Nadu",Madurai,Usilampatty,"Green Avare (W)","Avare (W)",Local,31/10/2025,18000,19000,19000
"Tamil Nadu",Madurai,Usilampatty,Lemon,Lemon,Local,31/10/2025,8000,9000,9000
"Tamil Nadu",Nagapattinam,"Mayiladuthurai(Uzhavar Sandhai )",Beetroot,Beetroot,Local,31/10/2025,4000,4000,4000
"Tamil Nadu",Nagapattinam,"Mayiladuthurai(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,31/10/2025,4000,4500,4500
"Tamil Nadu",Nagapattinam,"Mayiladuthurai(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,31/10/2025,6000,6000,6000
"Tamil Nadu",Nagapattinam,"Mayiladuthurai(Uzhavar Sandhai )","Chow Chow","Chow Chow",Local,31/10/2025,3000,3000,3000
"Tamil Nadu",Nagapattinam,"Mayiladuthurai(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,31/10/2025,3500,4000,4000
"Tamil Nadu",Nagapattinam,"Mayiladuthurai(Uzhavar Sandhai )",Lemon,Lemon,Local,31/10/2025,7000,8000,8000
"Tamil Nadu",Nagapattinam,"Mayiladuthurai(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,31/10/2025,1500,2000,2000
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai )",Beetroot,Beetroot,Local,31/10/2025,3000,3800,3800
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai )",Chikoos(Sapota),Sapota,Local,31/10/2025,4000,4500,4500
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai )",Coconut,Coconut,Local,31/10/2025,6000,7000,7000
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai )",Drumstick,Drumstick,Local,31/10/2025,7000,7000,7000
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai )",Guava,"Guava Alahabad",Local,31/10/2025,5000,6000,6000
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai )",Lemon,Lemon,Local,31/10/2025,7000,8000,8000
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai )","Mango (Raw-Ripe)","Mango - Raw-Ripe",Local,31/10/2025,3800,6800,6800
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai )",Raddish,Raddish,Local,31/10/2025,2500,3000,3000
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai )",Thondekai,Thondekai,Local,31/10/2025,5000,5000,5000
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai )",Banana,Besrai,Local,31/10/2025,4000,5000,5000
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai )","Bitter gourd","Bitter Gourd",Local,31/10/2025,5000,5500,5500
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai )","Chow Chow","Chow Chow",Local,31/10/2025,3000,3500,3500
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai )",Coconut,Coconut,Local,31/10/2025,3500,4000,4000
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai )","Elephant Yam (Suran)","Elephant Yam (Suran)",Local,31/10/2025,7000,7000,7000
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai )",Lime,Lime,Local,31/10/2025,3500,4000,4000
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai )",Papaya,Papaya,Local,31/10/2025,2500,3000,3000
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai )",Potato,"(Red Nanital)",Local,31/10/2025,3600,4000,4000
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai )",Raddish,Raddish,Local,31/10/2025,3000,3500,3500
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai )","Tender Coconut","Tender Coconut",Local,31/10/2025,2000,2500,2500
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai )",Tomato,Deshi,Local,31/10/2025,4000,4500,4500
"Tamil Nadu","Nagercoil (Kannyiakumari)","Myladi(Uzhavar Sandhai )",Banana,Besrai,Local,31/10/2025,5000,5500,5500
"Tamil Nadu","Nagercoil (Kannyiakumari)","Myladi(Uzhavar Sandhai )",Brinjal,Round,Local,31/10/2025,9500,10000,10000
"Tamil Nadu","Nagercoil (Kannyiakumari)","Myladi(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,31/10/2025,7500,8000,8000
"Tamil Nadu","Nagercoil (Kannyiakumari)","Myladi(Uzhavar Sandhai )",Drumstick,Drumstick,Local,31/10/2025,5500,6000,6000
"Tamil Nadu","Nagercoil (Kannyiakumari)","Myladi(Uzhavar Sandhai )",Garlic,Average,Local,31/10/2025,13000,14000,14000
"Tamil Nadu","Nagercoil (Kannyiakumari)","Myladi(Uzhavar Sandhai )",Tapioca,Tapioca,Local,31/10/2025,3800,4000,4000
"Tamil Nadu","Nagercoil (Kannyiakumari)",Vadaseri,Banana,Besrai,Local,31/10/2025,5000,5500,5500
"Tamil Nadu","Nagercoil (Kannyiakumari)",Vadaseri,"Bottle gourd","Bottle Gourd",Local,31/10/2025,1800,2000,2000
"Tamil Nadu","Nagercoil (Kannyiakumari)",Vadaseri,Brinjal,Round,Local,31/10/2025,9000,10000,10000
"Tamil Nadu","Nagercoil (Kannyiakumari)",Vadaseri,Cabbage,Cabbage,Local,31/10/2025,3800,4000,4000
"Tamil Nadu","Nagercoil (Kannyiakumari)",Vadaseri,Cucumbar(Kheera),Cucumbar,Local,31/10/2025,5500,6000,6000
"Tamil Nadu","Nagercoil (Kannyiakumari)",Vadaseri,"Green Chilli","Green Chilly",Local,31/10/2025,6500,7000,7000
"Tamil Nadu","Nagercoil (Kannyiakumari)",Vadaseri,Guava,"Guava Alahabad",Local,31/10/2025,4800,5000,5000
"Tamil Nadu","Nagercoil (Kannyiakumari)",Vadaseri,"Mango (Raw-Ripe)","Mango - Raw-Ripe",Local,31/10/2025,5500,6000,6000
"Tamil Nadu",Namakkal,"Kumarapalayam(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,31/10/2025,1200,1500,1500
"Tamil Nadu",Namakkal,"Kumarapalayam(Uzhavar Sandhai )",Carrot,Pusakesar,Local,31/10/2025,6500,7500,7500
"Tamil Nadu",Namakkal,"Kumarapalayam(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,31/10/2025,8000,9000,9000
"Tamil Nadu",Namakkal,"Kumarapalayam(Uzhavar Sandhai )",Lemon,Lemon,Local,31/10/2025,6000,7000,7000
"Tamil Nadu",Namakkal,"Kumarapalayam(Uzhavar Sandhai )",Maize,"Deshi Red",Local,31/10/2025,2000,3000,3000
"Tamil Nadu",Namakkal,"Kumarapalayam(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,31/10/2025,2000,2500,2500
"Tamil Nadu",Namakkal,"Mohanur(Uzhavar Sandhai )",Beetroot,Beetroot,Local,31/10/2025,5500,6000,6000
"Tamil Nadu",Namakkal,"Mohanur(Uzhavar Sandhai )",Cabbage,Cabbage,Local,31/10/2025,2500,3000,3000
"Tamil Nadu",Namakkal,"Mohanur(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,31/10/2025,2500,3000,3000
"Tamil Nadu",Namakkal,"Mohanur(Uzhavar Sandhai )",Drumstick,Drumstick,Local,31/10/2025,7000,8000,8000
"Tamil Nadu",Namakkal,"Mohanur(Uzhavar Sandhai )",Potato,"(Red Nanital)",Local,31/10/2025,4500,5000,5000
"Tamil Nadu",Namakkal,"Mohanur(Uzhavar Sandhai )",Raddish,Raddish,Local,31/10/2025,5500,6000,6000
"Tamil Nadu",Namakkal,"Mohanur(Uzhavar Sandhai )",Tapioca,Tapioca,Local,31/10/2025,2500,3000,3000
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai )","Betal Leaves",Mysore,Local,31/10/2025,10800,12000,12000
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,31/10/2025,4000,4500,4500
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,31/10/2025,3500,4000,4000
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai )",Mashrooms,Mashrooms,Local,31/10/2025,4000,4500,4500
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai )",Raddish,Raddish,Local,31/10/2025,2600,3000,3000
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai )","Tender Coconut","Tender Coconut",Local,31/10/2025,3000,3500,3500
"Tamil Nadu",Namakkal,"Paramathivelur(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,31/10/2025,3000,3500,3500
"Tamil Nadu",Namakkal,"Paramathivelur(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,31/10/2025,1200,1500,1500
"Tamil Nadu",Namakkal,"Paramathivelur(Uzhavar Sandhai )","Onion Green","Onion Green",Local,31/10/2025,4500,5000,5000
"Tamil Nadu",Namakkal,"Paramathivelur(Uzhavar Sandhai )",Papaya,Papaya,Local,31/10/2025,3000,3500,3500
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai )",Coconut,Coconut,Local,31/10/2025,6800,7000,7000
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,31/10/2025,5600,6000,6000
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai )","Yam (Ratalu)","Yam (Ratalu)",Local,31/10/2025,6000,7000,7000
"Tamil Nadu",Namakkal,Tiruchengode,Amaranthus,Amaranthus,Local,31/10/2025,2500,3000,3000
"Tamil Nadu",Namakkal,Tiruchengode,"Amla(Nelli Kai)",Amla,Local,31/10/2025,8000,8500,8500
"Tamil Nadu",Namakkal,Tiruchengode,"Banana - Green","Banana - Green",Local,31/10/2025,2500,3000,3000
"Tamil Nadu",Namakkal,Tiruchengode,"Cluster beans","Cluster Beans",Local,31/10/2025,4000,4500,4500
"Tamil Nadu",Namakkal,Tiruchengode,Cucumbar(Kheera),Cucumbar,Local,31/10/2025,7000,8000,8000
"Tamil Nadu",Namakkal,Tiruchengode,Lemon,Lemon,Local,31/10/2025,7000,8000,8000
"Tamil Nadu",Namakkal,Tiruchengode,Maize,"Deshi Red",Local,31/10/2025,2500,3000,3000
"Tamil Nadu",Namakkal,Tiruchengode,Papaya,Papaya,Local,31/10/2025,2500,3000,3000
"Tamil Nadu",Namakkal,Tiruchengode,Potato,"(Red Nanital)",Local,31/10/2025,3800,4500,4500
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,31/10/2025,4000,4000,4000
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )","Elephant Yam (Suran)","Elephant Yam (Suran)",Local,31/10/2025,5000,6000,6000
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,31/10/2025,4200,4200,4200
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )",Lemon,Lemon,Local,31/10/2025,8000,8000,8000
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )",Lime,Lime,Local,31/10/2025,5000,5000,5000
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )",Onion,Bellary,Local,31/10/2025,3200,3500,3500
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )","Onion Green","Onion Green",Local,31/10/2025,2000,4000,4000
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )",Papaya,Papaya,Local,31/10/2025,2500,3000,3000
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,31/10/2025,4000,4000,4000
"Tamil Nadu",Perambalur,"Perambalur(Uzhavar Sandhai )","Tender Coconut","Tender Coconut",Local,31/10/2025,4000,4000,4000
"Tamil Nadu",Pudukkottai,"Alangudi(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,31/10/2025,800,1000,1000
"Tamil Nadu",Pudukkottai,"Aranthangi(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,31/10/2025,2500,3000,3000
"Tamil Nadu",Pudukkottai,"Aranthangi(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,31/10/2025,3500,4000,4000
"Tamil Nadu",Pudukkottai,"Aranthangi(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,31/10/2025,2000,2500,2500
"Tamil Nadu",Pudukkottai,"Aranthangi(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,31/10/2025,3500,4000,4000
"Tamil Nadu",Pudukkottai,"Aranthangi(Uzhavar Sandhai )","Onion Green","Onion Green",Local,31/10/2025,6000,6500,6500
"Tamil Nadu",Pudukkottai,"Aranthangi(Uzhavar Sandhai )",Tapioca,Tapioca,Local,31/10/2025,2500,3000,3000
"Tamil Nadu",Pudukkottai,"Gandarvakottai(Uzhavar Sandhai )",Ashgourd,Gouard,Local,31/10/2025,1000,1500,1500
"Tamil Nadu",Pudukkottai,"Gandarvakottai(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,31/10/2025,2000,3000,3000
"Tamil Nadu",Pudukkottai,"Gandarvakottai(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,31/10/2025,2000,2500,2500
"Tamil Nadu",Pudukkottai,"Gandarvakottai(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,31/10/2025,5500,6000,6000
"Tamil Nadu",Pudukkottai,"Gandarvakottai(Uzhavar Sandhai )",Drumstick,Drumstick,Local,31/10/2025,6500,8000,8000
"Tamil Nadu",Pudukkottai,"Gandarvakottai(Uzhavar Sandhai )","Onion Green","Onion Green",Local,31/10/2025,5500,6000,6000
"Tamil Nadu",Pudukkottai,"Karambakkudi(Uzhavar Sandhai )",Ashgourd,Gouard,Local,31/10/2025,1000,1500,1500
"Tamil Nadu",Pudukkottai,"Karambakkudi(Uzhavar Sandhai )",Drumstick,Drumstick,Local,31/10/2025,8000,9000,9000
"Tamil Nadu",Pudukkottai,"Karambakkudi(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,31/10/2025,4500,5000,5000
"Tamil Nadu",Pudukkottai,"Karambakkudi(Uzhavar Sandhai )","Mango (Raw-Ripe)","Mango - Raw-Ripe",Local,31/10/2025,5000,6000,6000
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,31/10/2025,1500,2000,2000
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,31/10/2025,4500,5000,5000
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai )",Brinjal,Round,Local,31/10/2025,8000,9000,9000
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai )",Capsicum,Capsicum,Local,31/10/2025,7000,8000,8000
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,31/10/2025,4000,5000,5000
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,31/10/2025,5000,6000,6000
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai )","Elephant Yam (Suran)","Elephant Yam (Suran)",Local,31/10/2025,4500,5000,5000
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai )",Groundnut,"Big (With Shell)",Local,31/10/2025,5000,6000,6000
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai )",Lime,Lime,Local,31/10/2025,2500,3000,3000
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai )",Papaya,Papaya,Local,31/10/2025,3000,4000,4000
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,31/10/2025,800,1000,1000
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai )",Raddish,Raddish,Local,31/10/2025,3500,4000,4000
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,31/10/2025,4000,5000,5000
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai )","Tamarind Fruit","Tamarind Fruit",Local,31/10/2025,12000,13000,13000
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai )",Thondekai,Thondekai,Local,31/10/2025,3000,4000,4000
"Tamil Nadu",Pudukkottai,"Pudukottai(Uzhavar Sandhai )","Yam (Ratalu)","Yam (Ratalu)",Local,31/10/2025,5000,6000,6000
"Tamil Nadu",Pudukkottai,"Viralimalai(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,31/10/2025,2500,3000,3000
"Tamil Nadu",Pudukkottai,"Viralimalai(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,31/10/2025,4200,5000,5000
"Tamil Nadu",Pudukkottai,"Viralimalai(Uzhavar Sandhai )",Guava,"Guava Alahabad",Local,31/10/2025,6700,8000,8000
"Tamil Nadu",Pudukkottai,"Viralimalai(Uzhavar Sandhai )",Lemon,Lemon,Local,31/10/2025,6700,8000,8000
"Tamil Nadu",Pudukkottai,"Viralimalai(Uzhavar Sandhai )","Mango (Raw-Ripe)","Mango - Raw-Ripe",Local,31/10/2025,5000,6000,6000
"Tamil Nadu",Pudukkottai,"Viralimalai(Uzhavar Sandhai )",Onion,Bellary,Local,31/10/2025,3000,3500,3500
"Tamil Nadu",Ramanathapuram,"Kamuthi(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,31/10/2025,3500,4000,4000
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,31/10/2025,3800,4000,4000
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )",Banana,Besrai,Local,31/10/2025,4500,5000,5000
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,31/10/2025,8000,9000,9000
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )",Coconut,Coconut,Local,31/10/2025,7000,7500,7500
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,31/10/2025,5500,6000,6000
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )",Drumstick,Drumstick,Local,31/10/2025,6000,7000,7000
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )","Green Avare (W)","Avare (W)",Local,31/10/2025,16000,18000,18000
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )",Lemon,Lemon,Local,31/10/2025,7000,8000,8000
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )",Marigold(Calcutta),Marigold(Calcutta),Local,31/10/2025,5000,6000,6000
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,31/10/2025,6000,7000,7000
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )","Onion Green","Onion Green",Local,31/10/2025,6000,6500,6500
"Tamil Nadu",Ramanathapuram,"Paramakudi(Uzhavar Sandhai )","Tube Flower","Tube Flower",Local,31/10/2025,70000,80000,80000
"Tamil Nadu",Ramanathapuram,"Ramanathapuram(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,31/10/2025,8500,9000,9000
"Tamil Nadu",Ramanathapuram,"Ramanathapuram(Uzhavar Sandhai )",Coconut,Coconut,Local,31/10/2025,7000,7200,7200
"Tamil Nadu",Ramanathapuram,"Ramanathapuram(Uzhavar Sandhai )",Jasmine,Jasmine,Local,31/10/2025,90000,100000,100000
"Tamil Nadu",Ramanathapuram,"Ramanathapuram(Uzhavar Sandhai )","Mango (Raw-Ripe)","Mango - Raw-Ripe",Local,31/10/2025,6000,6500,6500
"Tamil Nadu",Ramanathapuram,"Ramanathapuram(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,31/10/2025,6500,7000,7000
"Tamil Nadu",Ramanathapuram,"Ramanathapuram(Uzhavar Sandhai )",Onion,Bellary,Local,31/10/2025,2500,3000,3000
"Tamil Nadu",Ramanathapuram,"Ramanathapuram(Uzhavar Sandhai )",Raddish,Raddish,Local,31/10/2025,3500,4000,4000
"Tamil Nadu",Ranipet,"Arcot(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,31/10/2025,3000,3000,3000
"Tamil Nadu",Ranipet,"Arcot(Uzhavar Sandhai )","Chow Chow","Chow Chow",Local,31/10/2025,2500,2500,2500
